davin,2024-04-04 13:27:44.907336,in
davin,2024-04-04 13:27:46.610710,in
davin,2024-04-04 13:28:06.775096,in
davin,2024-04-04 13:28:13.181431,in
davin,2024-04-04 13:28:14.872381,in
amel,2024-04-04 13:38:05.192600,in
davin,2024-04-04 13:38:18.707325,in
amel,2024-04-04 13:39:05.799889,in
davin,2024-04-04 13:39:25.382887,in
davin,2024-04-04 13:39:31.439851,in
amel,2024-04-04 13:40:29.590569,in
davin,2024-04-04 13:40:37.054770,in
davin,2024-04-04 13:41:02.072360,in
amel,2024-04-04 13:41:05.871216,in
amel,2024-04-04 13:41:35.327844,in
amel,2024-04-04 13:41:50.448047,in
davin,2024-04-04 13:42:20.133556,in
davin,2024-04-04 13:42:25.068038,in
davin,2024-04-04 13:42:34.336817,in
davin,2024-04-04 13:42:42.812915,in
amel,2024-04-04 13:43:06.457890,in
davin,2024-04-04 13:45:48.317565,in
davin,2024-04-04 13:45:51.004041,in
amel,2024-04-04 13:45:53.389379,in
davin,2024-04-04 13:45:57.216096,in
davin,2024-04-04 13:46:02.802772,in
amel,2024-04-04 13:46:21.800952,in
edo,2024-04-04 13:46:31.202225,in
muti,2024-04-04 13:46:37.637641,in
edo,2024-04-04 13:47:50.999171,in
edo,2024-04-04 13:47:54.711220,in
amel,2024-04-04 13:48:03.354489,in
edo,2024-04-04 13:50:55.061303,in
edo,2024-04-04 13:51:10.722568,in
edo,2024-04-04 13:51:17.762659,in
edo,2024-04-04 13:51:38.598051,in
edo,2024-04-04 13:51:42.983648,in
edo,2024-04-04 13:52:45.511364,in
edo,2024-04-04 13:55:04.698445,in
edo,2024-04-04 13:55:07.776916,in
edo,2024-04-04 13:56:34.429462,in
edo,2024-04-04 13:56:44.960055,out
amel,2024-04-04 13:56:53.793366,in
edo,2024-04-04 13:57:23.950579,in
edo,2024-04-04 13:58:41.259065,in
edo,2024-04-04 15:40:58.144521,in
edo,2024-04-04 15:40:58.778189,in
edo,2024-04-04 15:40:59.476472,in
edo,2024-04-04 15:41:00.051081,in
edo,2024-04-04 15:41:00.603046,in
edo,2024-04-04 15:41:01.173190,in
edo,2024-04-04 15:41:01.741353,in
edo,2024-04-04 15:41:02.349442,in
edo,2024-04-04 15:41:02.922628,in
edo,2024-04-04 15:41:03.481784,in
edo,2024-04-04 15:41:04.017568,in
edo,2024-04-04 15:41:04.571251,in
edo,2024-04-04 15:41:05.716801,in
edo,2024-04-04 15:45:31.204270,in
edo,2024-04-04 15:45:31.905718,in
edo,2024-04-04 15:45:32.500344,in
edo,2024-04-04 15:45:33.043632,in
edo,2024-04-04 15:45:33.597643,in
edo,2024-04-04 15:45:34.182085,in
edo,2024-04-04 15:45:34.745035,in
edo,2024-04-04 15:45:35.291164,in
edo,2024-04-04 15:45:35.853957,in
edo,2024-04-04 15:45:36.417482,in
edo,2024-04-04 15:45:36.972454,in
edo,2024-04-04 15:45:37.537155,in
edo,2024-04-04 15:45:38.904095,in
edo,2024-04-04 15:45:40.442077,in
amel,2024-04-04 15:45:43.623370,in
edo,2024-04-04 15:45:44.222592,in
edo,2024-04-04 15:45:44.782996,in
edo,2024-04-04 15:45:46.281484,in
amel,2024-04-04 15:45:46.840917,in
edo,2024-04-04 15:45:47.401930,in
amel,2024-04-04 15:45:47.950481,in
edo,2024-04-04 15:45:48.497670,in
amel,2024-04-04 15:45:49.116054,in
edo,2024-04-04 15:45:49.685844,in
edo,2024-04-04 15:45:50.253287,in
edo,2024-04-04 15:45:50.808633,in
amel,2024-04-04 15:45:51.420790,in
edo,2024-04-04 15:45:51.972016,in
edo,2024-04-04 15:45:52.537497,in
edo,2024-04-04 15:45:53.125724,in
edo,2024-04-04 15:45:53.686596,in
edo,2024-04-04 15:45:54.229222,in
edo,2024-04-04 15:45:54.780966,in
edo,2024-04-04 15:45:55.327541,in
edo,2024-04-04 15:45:55.890242,in
edo,2024-04-04 15:45:56.463414,in
edo,2024-04-04 15:45:57.072195,in
edo,2024-04-04 15:45:57.649952,in
edo,2024-04-04 15:45:58.193039,in
amel,2024-04-04 15:45:58.749986,in
edo,2024-04-04 15:45:59.320121,in
edo,2024-04-04 15:45:59.874411,in
edo,2024-04-04 15:46:00.428173,in
edo,2024-04-04 15:46:01.025887,in
edo,2024-04-04 15:46:01.596956,in
edo,2024-04-04 15:46:02.154535,in
edo,2024-04-04 15:46:02.703149,in
edo,2024-04-04 15:46:03.270693,in
edo,2024-04-04 15:46:03.829523,in
edo,2024-04-04 15:46:04.558261,in
amel,2024-04-04 15:46:05.116246,in
amel,2024-04-04 15:46:05.692253,in
amel,2024-04-04 15:46:06.263152,in
amel,2024-04-04 15:46:06.824000,in
amel,2024-04-04 15:46:07.394301,in
amel,2024-04-04 15:46:07.971136,in
amel,2024-04-04 15:46:08.583391,in
amel,2024-04-04 15:46:09.150055,in
amel,2024-04-04 15:46:09.969113,in
amel,2024-04-04 15:46:10.527392,in
amel,2024-04-04 15:46:11.077921,in
amel,2024-04-04 15:46:11.619907,in
amel,2024-04-04 15:46:12.243142,in
amel,2024-04-04 15:46:12.791537,in
amel,2024-04-04 15:46:13.356517,in
amel,2024-04-04 15:46:13.909785,in
amel,2024-04-04 15:46:14.459457,in
amel,2024-04-04 15:46:15.013198,in
amel,2024-04-04 15:46:15.592768,in
amel,2024-04-04 15:46:16.210318,in
amel,2024-04-04 15:46:16.773555,in
amel,2024-04-04 15:46:17.343049,in
edo,2024-04-04 15:46:17.890097,in
amel,2024-04-04 15:46:18.470241,in
amel,2024-04-04 15:46:19.038374,in
amel,2024-04-04 15:46:19.599407,in
amel,2024-04-04 15:46:20.193493,in
amel,2024-04-04 15:46:20.771709,in
amel,2024-04-04 15:46:21.331575,in
amel,2024-04-04 15:46:21.918421,in
amel,2024-04-04 15:46:22.476454,in
amel,2024-04-04 15:46:23.030424,in
amel,2024-04-04 15:46:23.598066,in
amel,2024-04-04 15:46:24.209214,in
amel,2024-04-04 15:46:24.773252,in
amel,2024-04-04 15:46:25.349954,in
amel,2024-04-04 15:46:26.041831,in
amel,2024-04-04 15:46:27.005835,in
amel,2024-04-04 15:46:27.563390,in
amel,2024-04-04 15:46:28.122007,in
amel,2024-04-04 15:46:28.683419,in
amel,2024-04-04 15:46:29.246701,in
amel,2024-04-04 15:46:29.794203,in
amel,2024-04-04 15:46:30.407667,in
amel,2024-04-04 15:46:30.975738,in
amel,2024-04-04 15:46:31.542794,in
amel,2024-04-04 15:46:32.092269,in
amel,2024-04-04 15:46:32.646445,in
amel,2024-04-04 15:46:33.193623,in
amel,2024-04-04 15:46:33.747455,in
amel,2024-04-04 15:46:34.366744,in
amel,2024-04-04 15:46:34.927193,in
amel,2024-04-04 15:46:35.503169,in
amel,2024-04-04 15:46:36.069457,in
amel,2024-04-04 15:46:36.618671,in
amel,2024-04-04 15:46:37.201572,in
amel,2024-04-04 15:46:37.771681,in
amel,2024-04-04 15:46:38.390866,in
amel,2024-04-04 15:46:38.940388,in
amel,2024-04-04 15:46:39.506712,in
amel,2024-04-04 15:46:40.082701,in
amel,2024-04-04 15:46:40.629672,in
edo,2024-04-04 15:46:41.189987,in
amel,2024-04-04 15:46:41.746005,in
amel,2024-04-04 15:46:42.347843,in
amel,2024-04-04 15:46:42.902728,in
amel,2024-04-04 15:46:43.470243,in
amel,2024-04-04 15:46:44.038894,in
amel,2024-04-04 15:46:44.604661,in
edo,2024-04-04 15:46:45.761107,in
amel,2024-04-04 15:47:07.446996,in
edo,2024-04-04 15:47:12.360948,in
edo,2024-04-04 15:47:31.697953,in
edo,2024-04-04 15:47:32.324817,in
edo,2024-04-04 15:47:32.905132,in
edo,2024-04-04 15:47:33.459326,in
edo,2024-04-04 15:47:34.003069,in
edo,2024-04-04 15:47:34.597232,in
edo,2024-04-04 15:47:35.143369,in
edo,2024-04-04 15:47:35.698840,in
edo,2024-04-04 15:47:36.260214,in
edo,2024-04-04 15:47:36.819275,in
edo,2024-04-04 15:47:37.409927,in
amel,2024-04-04 15:47:37.974591,in
edo,2024-04-04 15:47:38.570365,in
edo,2024-04-04 15:47:39.123668,in
edo,2024-04-04 15:47:39.684968,in
edo,2024-04-04 15:47:40.240745,in
edo,2024-04-04 15:47:40.801836,in
edo,2024-04-04 15:47:41.359875,in
amel,2024-04-04 15:47:41.912537,in
edo,2024-04-04 15:47:43.435495,in
edo,2024-04-04 15:47:44.117944,in
amel,2024-04-04 15:47:44.694109,in
edo,2024-04-04 15:47:45.265325,in
edo,2024-04-04 15:47:45.832668,in
edo,2024-04-04 15:47:46.407348,in
edo,2024-04-04 15:47:47.006772,in
edo,2024-04-04 15:47:47.550496,in
edo,2024-04-04 15:47:48.104956,in
edo,2024-04-04 15:47:48.667172,in
edo,2024-04-04 15:47:49.244999,in
amel,2024-04-04 15:47:49.832591,in
edo,2024-04-04 15:47:50.404454,in
amel,2024-04-04 15:47:50.999239,in
edo,2024-04-04 15:47:51.539664,in
edo,2024-04-04 15:47:52.104665,in
edo,2024-04-04 15:47:52.679159,in
edo,2024-04-04 15:47:53.238042,in
edo,2024-04-04 15:47:53.792652,in
edo,2024-04-04 15:47:54.359626,in
amel,2024-04-04 15:47:54.992119,in
edo,2024-04-04 15:47:55.581282,in
edo,2024-04-04 15:47:56.147894,in
edo,2024-04-04 15:47:56.709707,in
edo,2024-04-04 15:47:57.269974,in
amel,2024-04-04 15:47:57.835068,in
amel,2024-04-04 15:47:58.403313,in
edo,2024-04-04 15:47:59.047405,in
edo,2024-04-04 15:47:59.616789,in
amel,2024-04-05 09:22:35.199366,in
edo,2024-04-05 09:23:05.793087,in
